"optimus_id", "age", "party", "ethnicity", "maritalstatus", "income", "cd", "dma"
471365,36.0,Democratic,European,Non-Traditional,75k-125k,1.0,LAS VEGAS DMA (EST.)
28372,65.0,Non-Partisan,European,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
680696,68.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
701722,56.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
990867,69.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
800905,60.0,Republican,Hispanic,nan,75k-125k,2.0,SALT LAKE CITY DMA (EST.)
99342,46.0,Non-Partisan,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
561848,36.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
118645,68.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
167250,47.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
431646,49.0,Republican,European,Non-Traditional,35k-75k,1.0,LAS VEGAS DMA (EST.)
997917,70.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
682995,54.0,Non-Partisan,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
724039,42.0,Democratic,Hispanic,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
791605,53.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
85915,42.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
493656,93.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
73088,71.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
17064,38.0,Republican,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
1094562,61.0,Republican,Hispanic,nan,75k-125k,2.0,RENO DMA (EST.)
921402,50.0,Democratic,European,Non-Traditional,125k-200k,2.0,RENO DMA (EST.)
631285,67.0,Democratic,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
307125,63.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
17145,58.0,Republican,nan,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
465632,40.0,Democratic,Other,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
21966,48.0,Non-Partisan,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
411299,58.0,Democratic,Hispanic,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
783923,55.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
380104,56.0,Non-Partisan,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
100835,56.0,Democratic,Hispanic,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
101911,71.0,Republican,European,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
921420,36.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
423141,61.0,Democratic,Hispanic,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
1085336,46.0,Democratic,Asian,nan,200k+,2.0,RENO DMA (EST.)
946911,34.0,Republican,Hispanic,nan,Unknown,2.0,RENO DMA (EST.)
963839,59.0,Democratic,European,Non-Traditional,125k-200k,2.0,RENO DMA (EST.)
205071,57.0,Democratic,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
411419,82.0,Democratic,Hispanic,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
273286,64.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
917223,59.0,Democratic,European,Married,125k-200k,2.0,RENO DMA (EST.)
923691,65.0,Republican,Asian,Married,125k-200k,2.0,RENO DMA (EST.)
287467,46.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
218764,49.0,Democratic,Hispanic,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
806736,43.0,Democratic,European,Married,Unknown,2.0,SALT LAKE CITY DMA (EST.)
725561,45.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
996061,78.0,American Independent,European,Married,75k-125k,2.0,RENO DMA (EST.)
752287,45.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
619688,63.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
1044246,68.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
482902,80.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
1040056,47.0,Republican,European,Married,0-35k,2.0,RENO DMA (EST.)
875854,65.0,American Independent,European,nan,Unknown,2.0,RENO DMA (EST.)
129217,77.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
627567,43.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
114197,73.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
928556,76.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
740967,78.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
864637,78.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
370829,51.0,Democratic,Hispanic,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
882570,68.0,Republican,European,Married,200k+,2.0,RENO DMA (EST.)
1083448,60.0,Non-Partisan,European,nan,0-35k,2.0,RENO DMA (EST.)
1047709,58.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
85669,70.0,Non-Partisan,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
1026109,67.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
586741,57.0,Democratic,nan,nan,200k+,1.0,LAS VEGAS DMA (EST.)
334684,47.0,Democratic,European,Non-Traditional,75k-125k,4.0,LAS VEGAS DMA (EST.)
673971,80.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
996969,52.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
486228,46.0,Democratic,nan,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
500642,87.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
474804,49.0,Democratic,European,Non-Traditional,Unknown,1.0,LAS VEGAS DMA (EST.)
1093199,73.0,Non-Partisan,European,nan,0-35k,2.0,RENO DMA (EST.)
41927,71.0,Republican,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
385760,50.0,Democratic,Hispanic,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
156748,68.0,Republican,Asian,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
597153,46.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
641968,77.0,Democratic,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
57469,66.0,Democratic,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
678223,43.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
283370,73.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
296968,72.0,American Independent,nan,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
337176,69.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
494046,55.0,American Independent,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
289680,61.0,Republican,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
321453,61.0,Non-Partisan,Asian,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
36254,39.0,Republican,nan,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
788295,57.0,Republican,European,Non-Traditional,35k-75k,2.0,RENO DMA (EST.)
1002603,68.0,Republican,nan,Married,Unknown,2.0,RENO DMA (EST.)
562086,69.0,Democratic,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
625846,73.0,Democratic,Other,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
59506,71.0,Non-Partisan,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
826671,58.0,Non-Partisan,nan,Married,35k-75k,4.0,RENO DMA (EST.)
737235,68.0,Democratic,European,Married,0-35k,3.0,LAS VEGAS DMA (EST.)
173952,56.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
1082167,54.0,Democratic,European,nan,Unknown,4.0,SALT LAKE CITY DMA (EST.)
6281,83.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
773254,57.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
458552,53.0,Democratic,Hispanic,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
937172,63.0,Democratic,European,Non-Traditional,35k-75k,2.0,RENO DMA (EST.)
92654,76.0,Republican,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
748483,55.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
313561,76.0,Democratic,European,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
736532,85.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
1032461,66.0,Democratic,nan,Married,Unknown,2.0,RENO DMA (EST.)
205969,52.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
994532,74.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
1056917,48.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
1002171,33.0,Democratic,European,Married,125k-200k,2.0,RENO DMA (EST.)
318825,33.0,American Independent,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
449854,63.0,Republican,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
60095,66.0,Non-Partisan,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
733770,68.0,Republican,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
739416,70.0,Democratic,Hispanic,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
728409,84.0,Democratic,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
619861,78.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
556589,47.0,Democratic,Asian,Non-Traditional,125k-200k,3.0,LAS VEGAS DMA (EST.)
757543,38.0,Republican,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
127870,79.0,Republican,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
337130,84.0,Democratic,nan,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
277161,60.0,Republican,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
409622,58.0,Democratic,Hispanic,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
557938,62.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
1021707,63.0,Democratic,nan,Married,35k-75k,2.0,RENO DMA (EST.)
544177,75.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
1002079,62.0,Democratic,European,nan,75k-125k,2.0,RENO DMA (EST.)
654934,72.0,Democratic,Hispanic,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
1081607,71.0,Democratic,European,Married,Unknown,4.0,SALT LAKE CITY DMA (EST.)
1029832,53.0,Non-Partisan,European,Married,75k-125k,2.0,RENO DMA (EST.)
1034364,68.0,Republican,nan,Married,35k-75k,2.0,RENO DMA (EST.)
1091705,52.0,Democratic,Hispanic,nan,75k-125k,2.0,RENO DMA (EST.)
1099072,40.0,Democratic,Hispanic,nan,35k-75k,2.0,RENO DMA (EST.)
337723,97.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
369920,64.0,American Independent,European,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
818061,60.0,Republican,European,nan,200k+,2.0,RENO DMA (EST.)
470580,62.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
144864,36.0,Democratic,Hispanic,Non-Traditional,35k-75k,4.0,LAS VEGAS DMA (EST.)
143632,36.0,Non-Partisan,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
932429,68.0,Democratic,nan,nan,0-35k,2.0,RENO DMA (EST.)
201982,74.0,Republican,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
234444,40.0,Non-Partisan,Hispanic,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
737480,35.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
477785,62.0,Republican,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
3941,68.0,Republican,European,Married,0-35k,2.0,RENO DMA (EST.)
890678,55.0,Democratic,European,nan,125k-200k,2.0,RENO DMA (EST.)
58038,69.0,Republican,nan,Non-Traditional,0-35k,3.0,LAS VEGAS DMA (EST.)
202422,53.0,Republican,nan,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
1022807,52.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
901080,27.0,Democratic,nan,nan,75k-125k,2.0,RENO DMA (EST.)
1055101,62.0,Democratic,European,nan,200k+,2.0,RENO DMA (EST.)
457963,67.0,Democratic,European,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
12274,56.0,American Independent,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
631122,67.0,Non-Partisan,Hispanic,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
1054331,57.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
332911,32.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
614487,54.0,Democratic,European,Non-Traditional,125k-200k,1.0,LAS VEGAS DMA (EST.)
962919,68.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
57409,72.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
732570,66.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
1029634,57.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
773708,37.0,Republican,nan,nan,Unknown,2.0,RENO DMA (EST.)
1016441,45.0,Democratic,Hispanic,Married,Unknown,2.0,RENO DMA (EST.)
591832,89.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
179598,69.0,American Independent,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
736230,62.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
303912,34.0,Republican,European,Married,200k+,4.0,LAS VEGAS DMA (EST.)
199758,69.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
454347,52.0,Democratic,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
421683,57.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
1005304,52.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
182779,77.0,Democratic,Other,Non-Traditional,35k-75k,4.0,LAS VEGAS DMA (EST.)
900283,64.0,Non-Partisan,nan,Married,0-35k,2.0,RENO DMA (EST.)
142280,62.0,Democratic,nan,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
897167,91.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
525746,41.0,Democratic,nan,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
9450,87.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
1102814,75.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
270038,37.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
820669,58.0,Non-Partisan,European,Married,Unknown,2.0,RENO DMA (EST.)
671434,69.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
240928,55.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
661525,76.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
274458,36.0,Non-Partisan,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
1059636,66.0,American Independent,European,nan,Unknown,2.0,RENO DMA (EST.)
517132,81.0,Democratic,European,Married,0-35k,1.0,LAS VEGAS DMA (EST.)
953436,47.0,Republican,European,Non-Traditional,Unknown,2.0,RENO DMA (EST.)
223826,79.0,Republican,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
117999,71.0,Democratic,nan,Married,0-35k,3.0,LAS VEGAS DMA (EST.)
970878,70.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
49668,54.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
688680,80.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
791724,81.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
192523,49.0,Republican,European,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
812565,65.0,Democratic,European,Married,Unknown,2.0,SALT LAKE CITY DMA (EST.)
1093098,74.0,Republican,European,Married,0-35k,2.0,RENO DMA (EST.)
564362,59.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
990851,56.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
577220,50.0,Democratic,Hispanic,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
52116,73.0,Democratic,nan,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
933043,88.0,Republican,Asian,nan,125k-200k,2.0,RENO DMA (EST.)
883619,77.0,Republican,nan,Married,200k+,2.0,RENO DMA (EST.)
829672,48.0,Democratic,European,Married,75k-125k,4.0,RENO DMA (EST.)
764297,49.0,Republican,nan,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
515803,53.0,Republican,nan,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
1087546,80.0,Republican,nan,nan,Unknown,2.0,RENO DMA (EST.)
779546,66.0,Libertarian,European,nan,Unknown,2.0,RENO DMA (EST.)
1081563,54.0,Non-Partisan,European,Married,Unknown,4.0,SALT LAKE CITY DMA (EST.)
120267,82.0,Democratic,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
670683,43.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
33848,74.0,Democratic,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
498660,74.0,Republican,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
595253,41.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
280377,35.0,American Independent,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
240065,77.0,Republican,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
795063,68.0,Republican,European,nan,125k-200k,2.0,RENO DMA (EST.)
46060,40.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
783563,58.0,Republican,nan,nan,0-35k,2.0,RENO DMA (EST.)
941280,63.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
30188,82.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
235041,45.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
133206,77.0,Non-Partisan,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
364588,81.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
1040883,50.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
1102083,74.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
292779,90.0,Non-Partisan,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
965703,65.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
1004717,33.0,American Independent,European,Married,75k-125k,2.0,RENO DMA (EST.)
110213,63.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
1002506,53.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
60384,77.0,American Independent,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
748513,59.0,Democratic,European,nan,200k+,3.0,LAS VEGAS DMA (EST.)
584898,58.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
994943,73.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
215335,50.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
7417,72.0,American Independent,European,nan,35k-75k,2.0,RENO DMA (EST.)
76906,71.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
638986,81.0,Democratic,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
331107,86.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
957944,62.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
197599,58.0,Democratic,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
601977,52.0,American Independent,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
863279,55.0,Republican,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
2367,61.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
658759,37.0,Democratic,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
1075506,55.0,Republican,European,Married,200k+,2.0,RENO DMA (EST.)
897636,70.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
684420,77.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
984052,74.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
409283,85.0,Non-Partisan,nan,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
434359,65.0,Democratic,European,Married,125k-200k,1.0,LAS VEGAS DMA (EST.)
820664,31.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
1062271,87.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
188176,29.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
356826,85.0,Non-Partisan,nan,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
579780,47.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
262941,37.0,American Independent,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
246145,65.0,Republican,European,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
1063469,60.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
1077791,51.0,Republican,European,Married,200k+,2.0,RENO DMA (EST.)
762110,61.0,Democratic,Hispanic,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
322735,40.0,Republican,European,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
928502,67.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
336725,76.0,Non-Partisan,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
351161,67.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
846841,29.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
27619,41.0,Republican,Hispanic,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
453638,79.0,Republican,European,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
155715,68.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
3156,47.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
486172,49.0,Republican,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
356616,44.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
214713,51.0,Republican,nan,Non-Traditional,35k-75k,4.0,LAS VEGAS DMA (EST.)
383782,83.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
370127,63.0,Democratic,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
682020,50.0,Republican,nan,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
190976,62.0,Republican,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
594769,57.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
182330,56.0,Non-Partisan,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
350915,26.0,Democratic,Hispanic,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
819361,63.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
616345,55.0,Democratic,Hispanic,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
904833,46.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
1061686,52.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
604097,62.0,Non-Partisan,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
499580,58.0,Republican,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
262653,52.0,Democratic,European,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
965814,34.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
1045507,43.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
1020705,28.0,American Independent,European,nan,0-35k,2.0,RENO DMA (EST.)
1009974,36.0,Republican,Hispanic,Married,75k-125k,2.0,RENO DMA (EST.)
671814,57.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
587630,48.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
535172,70.0,Democratic,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
1060448,71.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
776533,88.0,Republican,nan,Married,35k-75k,2.0,RENO DMA (EST.)
613513,82.0,Democratic,Asian,nan,125k-200k,1.0,LAS VEGAS DMA (EST.)
1067021,63.0,Non-Partisan,European,Married,75k-125k,2.0,RENO DMA (EST.)
988239,41.0,Democratic,Hispanic,nan,35k-75k,2.0,RENO DMA (EST.)
394526,62.0,American Independent,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
1013808,65.0,Democratic,European,Non-Traditional,75k-125k,2.0,RENO DMA (EST.)
395108,26.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
58977,64.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
549001,66.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
1068770,54.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
256297,50.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
1056860,73.0,Democratic,nan,nan,Unknown,2.0,RENO DMA (EST.)
415198,62.0,Republican,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
276436,61.0,Republican,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
1021676,85.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
1064923,75.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
464926,50.0,Democratic,Hispanic,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
323508,57.0,Republican,European,Non-Traditional,35k-75k,4.0,LAS VEGAS DMA (EST.)
741023,74.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
194425,53.0,Non-Partisan,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
182297,42.0,Republican,Hispanic,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
90562,74.0,Non-Partisan,nan,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
267716,82.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
475279,65.0,Democratic,nan,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
973454,66.0,Democratic,European,Married,0-35k,2.0,RENO DMA (EST.)
292896,54.0,Republican,European,Non-Traditional,75k-125k,4.0,LAS VEGAS DMA (EST.)
754713,92.0,Non-Partisan,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
75029,66.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
753697,69.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
768877,37.0,Non-Partisan,African-American,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
1104125,71.0,Republican,Hispanic,Married,0-35k,2.0,RENO DMA (EST.)
807406,53.0,Non-Partisan,European,Non-Traditional,125k-200k,2.0,SALT LAKE CITY DMA (EST.)
